type,title,director,country,date_added,release_year,rating,duration,listed_in,year_added,month_added,day_added,duration_int
Movie,Love Ni Bhavai,Saandeep Patel,India,2018-05-01,2017,TV-14,163 min,"Comedies, International Movies, Romantic Movies",2018,5,1,163
Movie,Love on Delivery,Stephen Chow,Hong Kong,2018-08-16,1994,TV-14,93 min,"Action & Adventure, Comedies, International Movies",2018,8,16,93
Movie,Love Shot,Steven Fine,United States,2019-07-15,2018,TV-MA,77 min,"Dramas, Thrillers",2019,7,15,77
Movie,Love Station,Ahmad Samir Farag,Egypt,2019-04-25,2011,TV-14,97 min,"Comedies, International Movies, Romantic Movies",2019,4,25,97
Movie,Love You... Love You Not,Sridhar Jetty,Indonesia,2019-01-05,2015,TV-14,115 min,"Comedies, International Movies, Romantic Movies",2019,1,5,115
Movie,"Love, Rosie",Christian Ditter,Germany,2019-11-20,2014,R,103 min,"Comedies, International Movies, Romantic Movies",2019,11,20,103
Movie,LoveTrue,Alma Har'el,United States,2017-05-07,2016,TV-MA,82 min,Documentaries,2017,5,7,82
Movie,Loving Annabelle,Katherine Brooks,United States,2018-07-01,2006,TV-MA,77 min,"Dramas, Independent Movies, LGBTQ Movies",2018,7,1,77
Movie,Loving You,Johnnie To,Hong Kong,2018-08-16,1995,TV-14,79 min,"Dramas, International Movies",2018,8,16,79
Movie,Lucha: Playing the Impossible,Ana Quiroga,Argentina,2018-07-15,2016,TV-PG,98 min,"Documentaries, International Movies, Sports Movies",2018,7,15,98
Movie,Lucky: No Time for Love,"Radhika Rao, Vinay Sapru",India,2017-11-15,2005,TV-14,131 min,"Dramas, International Movies, Romantic Movies",2017,11,15,131
Movie,Lupt,Prabhuraj,India,2019-04-05,2018,TV-14,110 min,"Horror Movies, International Movies, Thrillers",2019,4,5,110
Movie,Lusers,Ticoy Rodriguez,Argentina,2016-07-15,2015,TV-MA,100 min,"Comedies, International Movies, Sports Movies",2016,7,15,100
Movie,Ma Chu Ka,Jayan Vannery,India,2018-07-01,2017,TV-14,117 min,"International Movies, Thrillers",2018,7,1,117
Movie,Maacher Jhol,Pratim D. Gupta,India,2018-01-01,2017,TV-PG,107 min,"Dramas, International Movies",2018,1,1,107
Movie,Mac & Devin Go to High School,Dylan C. Brown,United States,2016-04-20,2012,R,76 min,Comedies,2016,4,20,76
Movie,Macchli Jal Ki Rani Hai,Debaloy Dey,India,2017-10-15,2014,TV-MA,118 min,"Horror Movies, International Movies",2017,10,15,118
Movie,Mad Max,George Miller,Australia,2020-08-01,1979,R,93 min,"Action & Adventure, Classic Movies, Cult Movies",2020,8,1,93
Movie,Mad Money,"Callie Khouri, Jesse V. Johnson",United States,2019-11-01,2008,PG-13,99 min,Comedies,2019,11,1,99
Movie,Mad Ron's Prevues from Hell,Jim Monaco,United States,2010-11-01,1987,NR,84 min,"Cult Movies, Horror Movies",2010,11,1,84
Movie,Mad World,Chun Wong,Hong Kong,2018-09-20,2016,TV-MA,102 min,"Dramas, International Movies",2018,9,20,102
Movie,Madaari,Nishikant Kamat,India,2017-02-17,2016,TV-14,134 min,"Dramas, Independent Movies, International Movies",2017,2,17,134
Movie,Maddman: The Steve Madden Story,Ben Patterson,United States,2018-01-01,2017,TV-MA,78 min,Documentaries,2018,1,1,78
Movie,Madre,Aaron Burns,Chile,2017-08-26,2016,TV-MA,95 min,"International Movies, Thrillers",2017,8,26,95
TV Show,Maggie & Bianca: Fashion Friends,Iginio Straffi,Italy,2019-03-31,2017,TV-Y7,1 Season,"Kids' TV, TV Comedies",2019,3,31,1
Movie,Magic Snowflake,Luc Vinciguerra,France,2015-12-20,2013,TV-Y,73 min,Children & Family Movies,2015,12,20,73
Movie,Magnetic,Thierry Donard,France,2020-06-12,2018,TV-14,110 min,"Action & Adventure, Documentaries, International Movies",2020,6,12,110
Movie,Magnus,Benjamin Ree,Norway,2017-02-22,2016,TV-PG,75 min,"Children & Family Movies, Documentaries, International Movies",2017,2,22,75
Movie,Mahabharat,Amaan Khan,India,2018-08-01,2013,TV-14,119 min,"Action & Adventure, Dramas, International Movies",2018,8,1,119
Movie,Mahjong Heroes,Li Pei-Chuan,Hong Kong,2018-08-16,1981,TV-PG,92 min,"Comedies, International Movies",2018,8,16,92
Movie,Maine Pyaar Kyun Kiya,David Dhawan,India,2019-12-31,2005,TV-14,137 min,"Comedies, International Movies, Music & Musicals",2019,12,31,137
Movie,Maine Pyar Kiya,Sooraj R. Barjatya,India,2018-01-01,1989,TV-PG,192 min,"Dramas, International Movies, Music & Musicals",2018,1,1,192
Movie,Mala Kahich Problem Nahi,Sameer Vidwans,India,2018-11-15,2017,TV-PG,132 min,"Dramas, International Movies",2018,11,15,132
Movie,Malicious,Michael Winnick,United States,2019-02-01,2018,TV-MA,91 min,Horror Movies,2019,2,1,91
Movie,Man of Tai Chi,Keanu Reeves,United States,2018-07-26,2013,R,105 min,"Action & Adventure, Dramas",2018,7,26,105
Movie,Man Up,Ben Palmer,United Kingdom,2018-09-04,2015,R,88 min,"Comedies, International Movies, Romantic Movies",2018,9,4,88
Movie,Mandi,Shyam Benegal,India,2020-01-01,1983,TV-MA,155 min,"Dramas, Independent Movies, International Movies",2020,1,1,155
Movie,Mandobasar Galpo,Tathagata Banerjee,India,2018-04-01,2017,TV-14,103 min,"Dramas, International Movies, Romantic Movies",2018,4,1,103
Movie,Manglehorn,David Gordon Green,United States,2017-04-16,2014,PG-13,97 min,"Dramas, Independent Movies",2017,4,16,97
Movie,Mango Dreams,John Upchurch,United States,2018-03-15,2016,TV-14,92 min,"Dramas, Independent Movies",2018,3,15,92
Movie,Manhattan Romance,Tom O'Brien,United States,2017-09-08,2014,TV-14,98 min,"Comedies, Independent Movies, Romantic Movies",2017,9,8,98
Movie,Manolo: The Boy Who Made Shoes for Lizards,Michael Roberts,United Kingdom,2018-01-15,2017,TV-MA,89 min,"Documentaries, International Movies",2018,1,15,89
Movie,Mansfield Park,Patricia Rozema,United Kingdom,2020-01-01,1999,PG-13,112 min,"Comedies, Dramas, International Movies",2020,1,1,112
Movie,Mantostaan,Rahat Kazmi,India,2017-12-15,2017,TV-MA,75 min,"Dramas, Independent Movies, International Movies",2017,12,15,75
Movie,Mantra,Nicholas Kharkongor,India,2017-12-15,2017,TV-14,89 min,"Dramas, Independent Movies, International Movies",2017,12,15,89
Movie,Mara,Clive Tonge,United Kingdom,2019-01-05,2017,TV-MA,99 min,"Horror Movies, Thrillers",2019,1,5,99
Movie,Marauders,Steven C. Miller,Canada,2020-12-01,2016,R,107 min,Action & Adventure,2020,12,1,107
Movie,Maroon,Pulkit,India,2017-02-01,2016,TV-MA,94 min,"Dramas, Independent Movies, International Movies",2017,2,1,94
TV Show,Mars,Everardo Gout,United States,2019-11-01,2018,TV-PG,2 Seasons,"Docuseries, Science & Nature TV, TV Dramas",2019,11,1,2
Movie,Martial Arts of Shaolin,Chia-Liang Liu,Hong Kong,2018-08-16,1986,R,90 min,"Action & Adventure, International Movies",2018,8,16,90
Movie,Martin Lawrence Live: Runteldat,David Raynr,United States,2019-12-01,2002,R,104 min,Stand-Up Comedy,2019,12,1,104
Movie,Martin Luther: The Idea that Changed the World,David Batty,United States,2018-01-01,2017,TV-PG,55 min,"Documentaries, Faith & Spirituality",2018,1,1,55
Movie,Martyrs of Marriage,Deepika Narayan Bhardwaj,India,2018-03-15,2016,TV-14,83 min,"Documentaries, International Movies",2018,3,15,83
Movie,Marvel's Iron Man & Hulk: Heroes United,"Leo Riley, Eric Radomski",United States,2014-02-16,2013,PG,72 min,"Action & Adventure, Sci-Fi & Fantasy",2014,2,16,72
Movie,Mary and the Witch's Flower,Hiromasa Yonebayashi,Japan,2018-07-17,2017,PG,103 min,"Anime Features, Children & Family Movies",2018,7,17,103
Movie,Mary Poppins Returns,Rob Marshall,United States,2019-07-09,2018,PG,131 min,"Children & Family Movies, Music & Musicals",2019,7,9,131
Movie,Masoom,Shekhar Kapur,India,2019-12-31,1983,TV-14,138 min,"Dramas, Independent Movies, International Movies",2019,12,31,138
Movie,Master,Ui-seok Jo,South Korea,2018-02-01,2016,NR,143 min,"Action & Adventure, International Movies",2018,2,1,143
Movie,Mater,Pablo D'Alo Abba,Argentina,2018-08-01,2017,TV-MA,80 min,"Dramas, Independent Movies, International Movies",2018,8,1,80
Movie,Matichya Chuli,"Sudesh Manjrekar, Atul Kale",India,2018-02-15,2006,TV-14,132 min,"Comedies, Dramas, International Movies",2018,2,15,132
Movie,Max Rose,Daniel Noah,United States,2017-01-15,2013,TV-14,84 min,"Dramas, Independent Movies",2017,1,15,84
Movie,May We Chat,Philip Yung,Hong Kong,2018-08-26,2014,TV-MA,99 min,"Dramas, International Movies",2018,8,26,99
Movie,May You Prosper,"Hassan Hegazy, Shady Ali",Egypt,2019-07-20,2017,TV-14,93 min,"Comedies, International Movies, Music & Musicals",2019,7,20,93
Movie,Maya Angelou: And Still I Rise,"Bob Hercules, Rita Coburn Whack",United States,2017-05-01,2016,TV-PG,114 min,Documentaries,2017,5,1,114
Movie,Maynard,Samuel D. Pollard,United States,2018-09-02,2017,TV-PG,100 min,Documentaries,2018,9,2,100
Movie,Maza Pati Karodpati,Sachin,India,2018-01-01,1988,TV-PG,132 min,"Comedies, International Movies, Romantic Movies",2018,1,1,132
Movie,Me and the Alien,Jesús Magaña Vázquez,Mexico,2017-02-14,2016,TV-MA,83 min,"Comedies, Dramas, International Movies",2017,2,14,83
Movie,Mean Dreams,Nathan Morlando,Canada,2019-07-01,2016,R,105 min,"Dramas, Independent Movies, Thrillers",2019,7,1,105
Movie,Mean Streets,Martin Scorsese,United States,2019-07-01,1973,R,112 min,"Classic Movies, Dramas, Independent Movies",2019,7,1,112
Movie,Meditation Park,Mina Shum,Canada,2018-03-09,2017,TV-PG,94 min,Dramas,2018,3,9,94
Movie,Medium,Jacek Koprowicz,Poland,2019-10-01,1985,TV-MA,90 min,"Horror Movies, International Movies, Thrillers",2019,10,1,90
Movie,Meet the Trumps: From Immigrant to President,"Paul Berczeller, Mark Radice",United Kingdom,2017-10-25,2017,TV-14,48 min,Documentaries,2017,10,25,48
Movie,Melle,Binu Ulahhannan,India,2018-08-01,2017,TV-PG,110 min,"Dramas, International Movies, Romantic Movies",2018,8,1,110
Movie,Melvin Goes to Dinner,Bob Odenkirk,United States,2018-07-01,2003,R,84 min,"Comedies, Dramas, Independent Movies",2018,7,1,84
Movie,Memoir of a Murderer,Shin-yeon Won,South Korea,2018-02-19,2017,TV-MA,118 min,"Dramas, International Movies, Thrillers",2018,2,19,118
Movie,Memory Games,"Janet Tobias, Claus Wehlisch",Germany,2019-06-19,2018,TV-14,86 min,Documentaries,2019,6,19,86
Movie,Men in Black,Barry Sonnenfeld,United States,2019-10-19,1997,PG-13,98 min,"Action & Adventure, Comedies, Sci-Fi & Fantasy",2019,10,19,98
Movie,Men in Black II,Barry Sonnenfeld,United States,2019-10-01,2002,PG-13,88 min,"Action & Adventure, Comedies, Sci-Fi & Fantasy",2019,10,1,88
Movie,Menorca,John Barnard,Canada,2017-08-27,2016,TV-MA,81 min,"Dramas, Independent Movies",2017,8,27,81
Movie,Merantau,Gareth Evans,Indonesia,2019-02-13,2009,R,112 min,"Action & Adventure, Dramas, International Movies",2019,2,13,112
Movie,Merry Men: The Real Yoruba Demons,Toka McBaror,Nigeria,2019-09-21,2018,TV-MA,106 min,"Comedies, International Movies",2019,9,21,106
Movie,Mi Shivajiraje Bhosale Boltoy,Santosh Manjrekar,India,2018-01-01,2009,TV-14,148 min,"Comedies, International Movies, Sci-Fi & Fantasy",2018,1,1,148
Movie,MI-5,Bharat Nalluri,United Kingdom,2019-08-01,2015,R,105 min,"Action & Adventure, Dramas, International Movies",2019,8,1,105
Movie,Middle School: The Worst Years of My Life,Steve Carr,United States,2019-03-03,2016,PG,92 min,"Children & Family Movies, Comedies",2019,3,3,92
Movie,Midnight Special,Jeff Nichols,United States,2020-09-07,2016,PG-13,112 min,"Action & Adventure, Sci-Fi & Fantasy",2020,9,7,112
Movie,Milk,Gus Van Sant,United States,2017-02-16,2008,R,128 min,"Dramas, Independent Movies, LGBTQ Movies",2017,2,16,128
Movie,Minnaminugu the FireFly,Anil Thomas,India,2018-08-01,2017,TV-14,128 min,"Dramas, International Movies",2018,8,1,128
Movie,Miracle,Gavin O'Connor,Canada,2018-06-01,2004,PG,136 min,"Children & Family Movies, Dramas, Sports Movies",2018,6,1,136
Movie,Mirror Mirror,Tarsem Singh,United States,2020-04-24,2012,PG,106 min,"Children & Family Movies, Comedies",2020,4,24,106
Movie,Mirzya,Rakeysh Omprakash Mehra,India,2017-02-20,2016,TV-MA,129 min,"Dramas, International Movies, Music & Musicals",2017,2,20,129
Movie,Miss Hokusai,Keiichi Hara,Japan,2017-10-01,2015,PG-13,90 min,Anime Features,2017,10,1,90
Movie,Miss Julie,Liv Ullmann,Norway,2015-09-02,2014,PG-13,130 min,"Dramas, International Movies",2015,9,2,130
Movie,Miss Me This Christmas,Kenny Young,United States,2017-12-19,2017,TV-14,85 min,Romantic Movies,2017,12,19,85
Movie,Miss Representation,Jennifer Siebel Newsom,United States,2017-10-20,2011,NR,90 min,Documentaries,2017,10,20,90
Movie,Miss Stevens,Julia Hart,United States,2016-12-19,2016,NR,86 min,"Dramas, Independent Movies",2016,12,19,86
Movie,Mission Control: The Unsung Heroes of Apollo,David Fairhead,United States,2017-08-13,2017,TV-14,100 min,Documentaries,2017,8,13,100
Movie,Mission of Honor,David Blair,United Kingdom,2019-07-29,2018,TV-MA,107 min,"Action & Adventure, Dramas",2019,7,29,107
Movie,Mission: Destroy Love,Osman Ali,Malaysia,2017-08-07,2014,TV-PG,93 min,"Comedies, International Movies, Romantic Movies",2017,8,7,93
Movie,Mississippi Grind,"Anna Boden, Ryan Fleck",United States,2018-07-26,2015,R,109 min,"Dramas, Independent Movies",2018,7,26,109
Movie,Moh Maya Money,Munish Bhardwaj,India,2017-05-01,2016,TV-MA,109 min,"Dramas, Independent Movies, International Movies",2017,5,1,109
Movie,Mohawk,Ted Geoghegan,United States,2018-06-30,2017,TV-MA,92 min,"Action & Adventure, Horror Movies, Independent Movies",2018,6,30,92
Movie,Mojave,William Monahan,United States,2018-07-26,2015,R,93 min,"Dramas, Independent Movies, Thrillers",2018,7,26,93
Movie,Mokalik (Mechanic),Kunle Afolayan,Nigeria,2019-09-01,2019,TV-14,100 min,"Dramas, International Movies",2019,9,1,100
Movie,Molly's Game,Aaron Sorkin,China,2020-04-01,2017,R,141 min,Dramas,2020,4,1,141
Movie,Mona Lisa Smile,Mike Newell,United States,2019-01-01,2003,PG-13,119 min,Dramas,2019,1,1,119
Movie,Money,Martin Rosete,United States,2017-10-15,2016,R,84 min,Thrillers,2017,10,15,84
Movie,Money Talks,Brett Ratner,United States,2019-11-01,1997,R,96 min,"Action & Adventure, Comedies",2019,11,1,96
Movie,Monkey Up,Robert Vince,Canada,2016-03-19,2016,PG,83 min,"Children & Family Movies, Comedies",2016,3,19,83
Movie,Monopoly (The Bank Of Luck),Ahmed El Gendy,Egypt,2019-06-15,2017,TV-MA,117 min,"Comedies, International Movies",2019,6,15,117
Movie,Monster Family,Holger Tappe,Germany,2018-04-04,2017,PG,93 min,Children & Family Movies,2018,4,4,93
Movie,Monster High 13 Wishes,Steve Sacks,United States,2018-03-01,2013,TV-Y7,73 min,Children & Family Movies,2018,3,1,73
Movie,"Monster High: Boo York, Boo York",William Lau,United States,2015-09-29,2015,TV-Y7,72 min,"Children & Family Movies, Music & Musicals",2015,9,29,72
Movie,Monster High: Escape from Skull Shores,"Steve Ball, Andrew Duncan",United States,2018-01-01,2012,TV-Y7,46 min,Children & Family Movies,2018,1,1,46
Movie,Monster High: Freaky Fusion,"William Lau, Sylvain Blais",United States,2018-01-30,2014,TV-Y7,74 min,Children & Family Movies,2018,1,30,74
Movie,Monster High: Friday Night Frights,Dustin McKenzie,United States,2018-01-01,2013,TV-Y7,46 min,Children & Family Movies,2018,1,1,46
Movie,Monster High: Fright On!,"Victor Dal Chele, Alfred Gimeno",United States,2018-01-01,2011,TV-Y7,46 min,Children & Family Movies,2018,1,1,46
Movie,"Monster High: Frights, Camera, Action!",William Lau,United States,2018-01-01,2014,TV-Y7,74 min,Children & Family Movies,2018,1,1,74
Movie,Monster High: Ghouls Rule,"Mike Fetterly, Steve Sacks",United States,2018-03-01,2012,TV-Y7,71 min,Children & Family Movies,2018,3,1,71
Movie,Monster High: Great Scarrier Reef,William Lau,United States,2017-10-01,2016,TV-Y7,72 min,Children & Family Movies,2017,10,1,72
Movie,Monster High: Haunted,"Dan Fraga, William Lau",United States,2018-03-24,2015,TV-Y7,76 min,Children & Family Movies,2018,3,24,76
Movie,Monster High: New Ghoul at School,"Audu Paden, Eric Radomski",United States,2017-10-01,2010,TV-Y7,23 min,Children & Family Movies,2017,10,1,23
Movie,"Monster High: Scaris, City of Frights","Dustin McKenzie, Andrew Duncan, Audu Paden",United States,2015-07-07,2013,TV-G,60 min,Children & Family Movies,2015,7,7,60
Movie,Monster High: Why Do Ghouls Fall in Love?,"Dustin McKenzie, Steve Sacks",United States,2018-01-01,2013,TV-Y7,46 min,Children & Family Movies,2018,1,1,46
Movie,Monster-in-Law,Robert Luketic,United States,2020-01-01,2005,PG-13,101 min,"Comedies, Romantic Movies",2020,1,1,101
TV Show,Monty Don's French Gardens,Rachel Bell,United Kingdom,2019-07-26,2013,TV-G,1 Season,"British TV Shows, Docuseries, International TV Shows",2019,7,26,1
Movie,Moon,Duncan Jones,United Kingdom,2020-01-01,2009,R,97 min,"Dramas, Independent Movies, Sci-Fi & Fantasy",2020,1,1,97
Movie,Moonlight,Barry Jenkins,United States,2019-05-21,2016,R,111 min,"Dramas, Independent Movies, LGBTQ Movies",2019,5,21,111
Movie,Moonwalkers,Antoine Bardou-Jacquet,France,2017-09-08,2015,R,96 min,"Action & Adventure, Comedies, International Movies",2017,9,8,96
Movie,Moor,Jami,Pakistan,2017-11-01,2015,TV-14,135 min,"Dramas, Independent Movies, International Movies",2017,11,1,135
Movie,Morris from America,Chad Hartigan,Germany,2018-11-01,2016,R,91 min,"Dramas, Independent Movies, International Movies",2018,11,1,91
Movie,Mortified Nation,Michael Mayer,United States,2018-02-01,2013,TV-MA,84 min,Documentaries,2018,2,1,84
Movie,Morya,Avadhoot Gupte,India,2018-02-15,2011,TV-14,121 min,"Dramas, International Movies",2018,2,15,121
Movie,Motu Patlu: King of Kings,Suhas Kadav,India,2017-07-06,2016,TV-Y7-FV,109 min,"Children & Family Movies, Comedies",2017,7,6,109
Movie,Mountain,Jennifer Peedom,Australia,2018-10-01,2017,PG,74 min,"Action & Adventure, Documentaries, International Movies",2018,10,1,74
Movie,Movie 43,"Peter Farrelly, Will Graham, Steve Carr, Griffin Dunne, Steve Brill, James Duffy, Jonathan van Tulleken, Elizabeth Banks, Patrik Forsberg, Brett Ratner, Rusty Cundieff, James Gunn",United States,2019-04-09,2013,R,94 min,Comedies,2019,4,9,94
Movie,Mr. Church,Bruce Beresford,United States,2018-12-22,2016,PG-13,105 min,Dramas,2018,12,22,105
Movie,Mr. Deeds,Steve Brill,United States,2020-08-01,2002,PG-13,97 min,"Comedies, Romantic Movies",2020,8,1,97
Movie,Mr. Gaga: A True Story of Love and Dance,Tomer Heymann,Israel,2017-06-15,2015,TV-14,102 min,"Documentaries, International Movies",2017,6,15,102
Movie,Mr. Virgin,Anthony Chan,Hong Kong,2018-08-16,1984,TV-14,86 min,"Comedies, Dramas, International Movies",2018,8,16,86
Movie,Mr. Woodcock,Craig Gillespie,United States,2019-09-01,2007,PG-13,88 min,Comedies,2019,9,1,88
Movie,Ms. Mammy,Wael Ihsan,Egypt,2019-06-06,2012,TV-14,90 min,"Comedies, International Movies",2019,6,6,90
Movie,Mud,Jeff Nichols,United States,2021-01-01,2012,PG-13,131 min,"Dramas, Independent Movies",2021,1,1,131
Movie,Mujhse Shaadi Karogi,David Dhawan,India,2019-12-31,2004,TV-PG,158 min,"Comedies, International Movies, Romantic Movies",2019,12,31,158
Movie,Mune: Guardian of the Moon,"Alexandre Heboyan, Benoît Philippon",France,2018-01-26,2014,PG,85 min,Children & Family Movies,2018,1,26,85
Movie,Muppets Most Wanted,James Bobin,United States,2020-09-01,2014,PG,110 min,"Children & Family Movies, Comedies",2020,9,1,110
Movie,Murder Party,Jeremy Saulnier,United States,2018-09-01,2007,NR,79 min,"Comedies, Cult Movies, Horror Movies",2018,9,1,79
Movie,Mutiny on the Bounty,"Lewis Milestone, Carol Reed",United States,2019-11-01,1962,TV-PG,185 min,"Action & Adventure, Classic Movies, Dramas",2019,11,1,185
Movie,My Babysitter's a Vampire: The Movie,Bruce McDonald,Canada,2018-10-17,2010,TV-PG,80 min,"Children & Family Movies, Comedies",2018,10,17,80
Movie,My Brother ... Nikhil,Onir,India,2018-10-30,2005,TV-PG,116 min,"Dramas, Independent Movies, International Movies",2018,10,30,116
Movie,My Daddy is in Heaven,Waymon Boone,United States,2018-06-12,2017,TV-14,95 min,"Dramas, Faith & Spirituality",2018,6,12,95
Movie,My Dog is My Guide,Ismail Farouk,Egypt,2019-04-18,2013,TV-14,99 min,"Comedies, International Movies",2019,4,18,99
Movie,My Entire High School Sinking Into the Sea,Dash Shaw,United States,2018-01-23,2016,PG-13,77 min,"Comedies, Independent Movies",2018,1,23,77
Movie,My Ex-Ex,Nathaniel Warsh,Canada,2017-08-15,2015,TV-MA,91 min,"Comedies, Romantic Movies",2017,8,15,91
Movie,My Only Mother,Wenn V. Deramas,Philippines,2019-03-04,2013,TV-14,104 min,"Comedies, Dramas, International Movies",2019,3,4,104
